category,drug_group,pair,data_source,duckdb_rows_found,severity_mild,severity_moderate,severity_severe,short_answer,long_answer,confidence,gemini_time_s,total_time_s
EDGE_CASES,ramipril + furosemide + ibuprofen,furosemide + ibuprofen,duckdb_fallback,2360,514,775,1071,"Taking ramipril, furosemide, and ibuprofen together may increase the risk of side effects affecting your kidneys or blood pressure. While the reported evidence classifies these interactions as mild, you should consult your healthcare provider before using these medications at the same time.","Based on the retrieved evidence from the duckdb_fallback medical knowledge base, the interactions between ramipril + furosemide, ramipril + ibuprofen, and furosemide + ibuprofen are all categorized as ""mild"" in severity. 

The evidence for these interactions is characterized as follows:
- **Ramipril + Furosemide:** PRR values range from 0.56 to 1.82, with a maximum reporting frequency of 0.001942.
- **Ramipril + Ibuprofen:** PRR values range from 0.62 to 1.43, with a maximum reporting frequency of 0.001692.
- **Furosemide + Ibuprofen:** PRR values range from 0.62 to 1.43, with a maximum reporting frequency of 0.000792.

The PRR (Proportional Reporting Ratio) values above 1.0 in several entries suggest a possible statistical association between these drug pairs and reported adverse events. However, the evidence is considered limited or weak because the reporting frequencies are consistently very low (all under 0.2%). 

The potential risk in these combinations involves the concurrent use of an ACE inhibitor (ramipril), a loop diuretic (furosemide), and a nonsteroidal anti-inflammatory drug (ibuprofen). This combination can be clinically significant because each drug affects renal hemodynamics and fluid balance through different mechanisms: ACE inhibitors affect the efferent arterioles, diuretics can cause volume depletion, and NSAIDs can inhibit prostaglandins that dilate the afferent arterioles. While the provided evidence classifies these as mild, the cumulative effect of using all three medications may impact renal function more significantly than any single pair.",medium,9.267,9.721
EDGE_CASES,amiodarone + haloperidol + ciprofloxacin,amiodarone + haloperidol,duckdb_fallback,316,50,83,183,"Combining amiodarone, haloperidol, or ciprofloxacin is associated with a mild risk of drug interactions according to reported medical data. You should consult your healthcare provider to ensure your treatment is monitored correctly.","Based on the retrieved evidence from the medical knowledge base, the drug pairs (amiodarone + haloperidol, amiodarone + ciprofloxacin, and haloperidol + ciprofloxacin) are all classified with a ""mild"" interaction severity. 

Statistical data from reporting databases show the following:
- **Amiodarone + Haloperidol:** PRR values range from 0.24 to 1.74, with a maximum reporting frequency of 0.027.
- **Amiodarone + Ciprofloxacin:** PRR values range from 1.05 to 1.88, with a maximum reporting frequency of 0.052.
- **Haloperidol + Ciprofloxacin:** PRR values range from 0.91 to 1.67, with a maximum reporting frequency of 0.026.

While these Proportional Reporting Ratios (PRR) indicate a statistical association in adverse event databases, the evidence is categorized as mild, suggesting that while interactions are possible, they may not be severe for most patients. However, the evidence provided is limited to statistical reporting frequencies and does not specify the underlying biological mechanism. Clinicians should be aware of these associations and monitor patients for any adverse clinical changes when these medications are used concomitantly.",medium,8.267,8.713
EDGE_CASES,amiodarone + haloperidol + ciprofloxacin,amiodarone + ciprofloxacin,duckdb_fallback,937,150,228,559,"Combining amiodarone, haloperidol, or ciprofloxacin is associated with a mild risk of drug interactions according to reported medical data. You should consult your healthcare provider to ensure your treatment is monitored correctly.","Based on the retrieved evidence from the medical knowledge base, the drug pairs (amiodarone + haloperidol, amiodarone + ciprofloxacin, and haloperidol + ciprofloxacin) are all classified with a ""mild"" interaction severity. 

Statistical data from reporting databases show the following:
- **Amiodarone + Haloperidol:** PRR values range from 0.24 to 1.74, with a maximum reporting frequency of 0.027.
- **Amiodarone + Ciprofloxacin:** PRR values range from 1.05 to 1.88, with a maximum reporting frequency of 0.052.
- **Haloperidol + Ciprofloxacin:** PRR values range from 0.91 to 1.67, with a maximum reporting frequency of 0.026.

While these Proportional Reporting Ratios (PRR) indicate a statistical association in adverse event databases, the evidence is categorized as mild, suggesting that while interactions are possible, they may not be severe for most patients. However, the evidence provided is limited to statistical reporting frequencies and does not specify the underlying biological mechanism. Clinicians should be aware of these associations and monitor patients for any adverse clinical changes when these medications are used concomitantly.",medium,8.267,8.713
EDGE_CASES,amiodarone + haloperidol + ciprofloxacin,haloperidol + ciprofloxacin,duckdb_fallback,653,101,181,371,"Combining amiodarone, haloperidol, or ciprofloxacin is associated with a mild risk of drug interactions according to reported medical data. You should consult your healthcare provider to ensure your treatment is monitored correctly.","Based on the retrieved evidence from the medical knowledge base, the drug pairs (amiodarone + haloperidol, amiodarone + ciprofloxacin, and haloperidol + ciprofloxacin) are all classified with a ""mild"" interaction severity. 

Statistical data from reporting databases show the following:
- **Amiodarone + Haloperidol:** PRR values range from 0.24 to 1.74, with a maximum reporting frequency of 0.027.
- **Amiodarone + Ciprofloxacin:** PRR values range from 1.05 to 1.88, with a maximum reporting frequency of 0.052.
- **Haloperidol + Ciprofloxacin:** PRR values range from 0.91 to 1.67, with a maximum reporting frequency of 0.026.

While these Proportional Reporting Ratios (PRR) indicate a statistical association in adverse event databases, the evidence is categorized as mild, suggesting that while interactions are possible, they may not be severe for most patients. However, the evidence provided is limited to statistical reporting frequencies and does not specify the underlying biological mechanism. Clinicians should be aware of these associations and monitor patients for any adverse clinical changes when these medications are used concomitantly.",medium,8.267,8.713
EDGE_CASES,oxycodone + alprazolam + gabapentin,oxycodone + alprazolam,duckdb_fallback,3060,1282,921,857,"Taking oxycodone, alprazolam, and gabapentin together is associated with a mild risk of drug interactions, though these events are reported with relatively low frequency.","Pharmacovigilance data for the combinations of oxycodone, alprazolam, and gabapentin indicate a mild interaction profile across all three pairings. Statistical signals, measured by the Proportional Reporting Ratio (PRR), suggest an increased reporting of adverse events when these drugs are co-administered: oxycodone and gabapentin show PRR values up to 1.72, alprazolam and gabapentin reach up to 1.99, and oxycodone and alprazolam reach up to 1.67. While PRR values greater than 1.0 indicate that certain adverse events are reported more frequently than expected compared to the rest of the database, the overall reporting frequency remains low, with the highest frequency reported at 0.024 for the alprazolam and gabapentin pair. The evidence is limited to these statistical associations and consistently classifies the severity of these interactions as mild.",medium,9.416,9.863
EDGE_CASES,oxycodone + alprazolam + gabapentin,oxycodone + gabapentin,duckdb_fallback,3302,949,1173,1180,"Taking oxycodone, alprazolam, and gabapentin together is associated with a mild risk of drug interactions, though these events are reported with relatively low frequency.","Pharmacovigilance data for the combinations of oxycodone, alprazolam, and gabapentin indicate a mild interaction profile across all three pairings. Statistical signals, measured by the Proportional Reporting Ratio (PRR), suggest an increased reporting of adverse events when these drugs are co-administered: oxycodone and gabapentin show PRR values up to 1.72, alprazolam and gabapentin reach up to 1.99, and oxycodone and alprazolam reach up to 1.67. While PRR values greater than 1.0 indicate that certain adverse events are reported more frequently than expected compared to the rest of the database, the overall reporting frequency remains low, with the highest frequency reported at 0.024 for the alprazolam and gabapentin pair. The evidence is limited to these statistical associations and consistently classifies the severity of these interactions as mild.",medium,9.416,9.863
EDGE_CASES,oxycodone + alprazolam + gabapentin,alprazolam + gabapentin,duckdb_fallback,2952,910,1011,1031,"Taking oxycodone, alprazolam, and gabapentin together is associated with a mild risk of drug interactions, though these events are reported with relatively low frequency.","Pharmacovigilance data for the combinations of oxycodone, alprazolam, and gabapentin indicate a mild interaction profile across all three pairings. Statistical signals, measured by the Proportional Reporting Ratio (PRR), suggest an increased reporting of adverse events when these drugs are co-administered: oxycodone and gabapentin show PRR values up to 1.72, alprazolam and gabapentin reach up to 1.99, and oxycodone and alprazolam reach up to 1.67. While PRR values greater than 1.0 indicate that certain adverse events are reported more frequently than expected compared to the rest of the database, the overall reporting frequency remains low, with the highest frequency reported at 0.024 for the alprazolam and gabapentin pair. The evidence is limited to these statistical associations and consistently classifies the severity of these interactions as mild.",medium,9.416,9.863
EDGE_CASES,lisinopril + spironolactone + trimethoprim + potassium_supplement,lisinopril + spironolactone,none,0,0,0,0,AI explanation unavailable due to a temporary issue.,,low,0.337,1.215
EDGE_CASES,lisinopril + spironolactone + trimethoprim + potassium_supplement,lisinopril + trimethoprim,duckdb_fallback,1190,231,364,595,AI explanation unavailable due to a temporary issue.,,low,0.337,1.215
EDGE_CASES,lisinopril + spironolactone + trimethoprim + potassium_supplement,lisinopril + potassium_supplement,none,0,0,0,0,AI explanation unavailable due to a temporary issue.,,low,0.337,1.215
EDGE_CASES,lisinopril + spironolactone + trimethoprim + potassium_supplement,spironolactone + trimethoprim,duckdb_fallback,757,156,205,396,AI explanation unavailable due to a temporary issue.,,low,0.337,1.215
EDGE_CASES,lisinopril + spironolactone + trimethoprim + potassium_supplement,spironolactone + potassium_supplement,none,0,0,0,0,AI explanation unavailable due to a temporary issue.,,low,0.337,1.215
EDGE_CASES,lisinopril + spironolactone + trimethoprim + potassium_supplement,trimethoprim + potassium_supplement,none,0,0,0,0,AI explanation unavailable due to a temporary issue.,,low,0.337,1.215
